id,myTime,myFramerate,myResolution,shaderTitle,shaderStatsLikes,shaderAuthorName,shaderAuthorDate,shaderStatsViewed,shaderDescription,shaderStatsComments
782,0.00,00.0 fps,420 x 236,Raymarching in Raymarching,246,kaneta,2019-06-18,8887,Raymarching in Raymarching,37
783,0.65,62.1 fps,420 x 236,Low-Poly Style Image,36,starea,2016-10-11,8881,Forked from tomkh's JFA Delaunay Video Filter. I fixed the bug occurred in boundaries. JFA for voronoi and its dual Delaunay triangulation are referenced.,1
784,1.61,59.9 fps,420 x 236,Truchet + Kaleidoscope FTW,229,mrange,2021-12-28,8897,"CC0: Truchet + Kaleidoscope FTW
Bit of experimenting with kaleidoscopes and truchet turned out nice
Quite similar to an earlier shader I did but I utilized a different truchet pattern this time",13
785,0.78,62.5 fps,420 x 236,Re Cypher,31,wizgrav,2016-12-31,8872,"Audio reactive version of https://www.shadertoy.com/view/MlsGRS by  @dila,  rewired for clubber. 

Metal/rock: https://goo.gl/epB0BX , https://goo.gl/411PTg
Psytrance(needs work): https://goo.gl/kVdz0G
downtempo: https://goo.gl/SB7hie",0
786,1.83,60.0 fps,420 x 236,Real time PBR Volumetric Clouds,97,robobo1221,2018-05-25,8881,"First ever somewhat PBR effect I decided to work on.
It uses the same algorithm to calculate the worldPosition as in: https://www.shadertoy.com/view/lstfR7

Feel free to fork and edit it. (Credit me please.)
Hope you enjoy!

(More updates might follow)",10
787,0.70,60.0 fps,420 x 236,Golfing Escalated - 516 c,24,GregRostami,2017-05-23,8866,"iapafoto and I've done everything that we can to reduce drift's brilliant shader:
https://www.shadertoy.com/view/MtK3Wc
Please help me make this shader smaller.
Calling all golfing addicts (Fabrice, coyote, iq) ... HELP!! ",39
788,2.00,60.0 fps,420 x 236,Quadratic Bezier Stroke (fork),34,mattdesl,2015-03-09,8861,"Fork of:
https://www.shadertoy.com/view/XsX3zf",3
789,1.12,60.0 fps,420 x 236,Flower Matrix,11,MadEqua,2018-04-15,8844,Learning how to use random effects.,2
790,1.82,60.0 fps,420 x 236,Matrix Lavalamp,18,xjorma,2019-01-09,8859,"""I can hack you back in time, like a time machine""

Part of code taken from IQ.",1
791,0.21,0.4 fps,420 x 236,Spectral Path Tracer Test,141,P_Malin,2018-03-07,8840,"Naïve Monte Carlo spectral path tracer. Slow to converge but fun
WASD, mouse & QE to move camera
Features:
Absorption
Scattering
Fresnel Reflection
Transparency, refraction & chromatic dispersion
Bloom
Depth of field (shaped bokeh & bokeh barrel masking)
",26
792,0.63,59.8 fps,420 x 236,Morning city & aurora & bloom,42,uqone,2017-11-27,8825,"Just Devin's amazing ""Morning City"" (https://www.shadertoy.com/view/XsBSRG) with aurora stolen from Nimitz's awesome ""Auroras"" (https://www.shadertoy.com/view/XtGGRt), and simple crappy bloom post processing by me.

All credits to Devin, and nimitz.
",5
793,1.58,59.9 fps,420 x 236,Elongation SDF,40,iq,2018-11-01,8818,A technique used to generate new types of primitives in an exact way - without breaking the metric or introducing distortions to the field. More info here: http://iquilezles.org/articles/distfunctions/distfunctions.htm,7
794,1.27,60.1 fps,420 x 236,Deform - flower,80,iq,2013-01-02,8754,A simple abstract flower-like pattern,5
795,1.82,60.0 fps,420 x 236,"Hyperbolic Poincaré, animated",29,mla,2020-06-28,8773,"I was curious how the transformation in std's excellent https://www.shadertoy.com/view/3lscDf so made this little animation, showing it broken into stages.",7
796,1.20,60.1 fps,420 x 236,Timewarp,106,P_Malin,2013-03-01,8737,"A raymarching shader with a Dali theme. 
Use the mouse to rotate.",10
797,1.84,60.0 fps,420 x 236,Blender Donut,17,dean_the_coder,2020-06-23,8760,"My take on the famous 'Blender donut'.
Could do with finding a method to stop the ends of the sprinkles getting cut off...
Thanks to Evvvvil, Flopine, Nusan, BigWings, and a bunch of others for sharing their knowledge!",3
798,1.70,60.0 fps,420 x 236,Cubemaps,100,iq,2013-03-18,8740,Note that the reflection is properly occluded (see the reflection shadow of the sphere on the plane),3
799,0.59,60.0 fps,420 x 236,Equi-Angular Sampling,133,sjb,2013-07-03,8733,"Implementation of point light case of ""Importance Sampling Techniques for Path Tracing in Participating Media"" by Kulla and Fajardo.

16spp by default. Left: scattering sampling, right: equi-angular sampling. Use mouse to move slider!",8
800,1.05,59.9 fps,420 x 236,Mechanical,79,iq,2014-10-21,8726,Something annoyingly mechanical,4
801,1.80,60.0 fps,420 x 236,VHS tape effect,49,Gaktan,2016-03-26,8736,"First shader to publish here

This doesn't do justice to VHS at all, but I thought it looked neat",3
802,0.00,00.0 fps,420 x 236,Lemarchand's Box,25,dean_the_coder,2020-11-22,8731,"...from the Hellraiser series.
A few firsts for me - Bump mapping, blood(!), and a different camera system. Quite happy, but would like to have added electricity arcs. Alas I'm hitting Shadertoy's 'Max 5 second' compile time rule...
Enjoy!",4
803,0.10,0.9 fps,420 x 236,2D Vector Graphics Library,129,paniq,2014-05-17,8719,"anti-aliased 2D shape drawing lib inspired by the Cairo API, with documented interface & example (see paint())",21
804,0.78,60.0 fps,420 x 236,Tonemap operators incl. reinhard,32,bruOp,2019-04-12,8731,"Originally created by Romain Guy: https://www.shadertoy.com/view/llXyWr

- Red: Reinhard
- Purple: Modified Reinhard
- Orange: GT
- Blue: ACES
- Green: Unreal 3 matched to ACES
- Pink: GT with different parameters
- Yellow: AMD matched to ACES",1
805,0.00,00.0 fps,420 x 236,Pangram,116,Dave_Hoskins,2013-07-01,8686,"Some text display code I took from Sandbox, thanks Dan!
I've edited some of the letters and removed repeated line segments, and added a moving caret.
I was going to do more phrases, but it ran out of memory.

",10
806,1.01,40.8 fps,420 x 236,[SH17B] Boaty Goes Caving,97,Dave_Hoskins,2017-07-24,8685,"Boaty McBoatface is taking a cave diving detour from his usual duties!! 
Mouse X scrubs time.

Info...
https://youtu.be/dO4UhTamnb8


My usual anti-aliasing stack rendering is now WebGL 2 only.",26
807,1.31,60.0 fps,420 x 236,Reprojection II,175,P_Malin,2013-04-17,8680,"Projecting a cubemap texture onto a 3d scene. Click in window to see the grid over the 3d scene.
The cubemap texture is sampled to generate a bumpmap and the blurry cubemap is used as a reflection.",13
808,1.35,60.0 fps,420 x 236,Firework Show,62,yibojiang,2015-09-03,8667,Experiment particle system and some effects.,16
809,0.00,00.0 fps,420 x 236,Morphing,99,iapafoto,2014-06-01,8655,"[Mouse available]
3D morphing between 2 distance fields is just a ""mix"" between the distances of the 2 scenes   (possible to extend it to colors of course).",13
810,1.20,60.0 fps,420 x 236,Lines with rotations,5,Fred,2018-12-08,8669,"Tried to reproduce this design
https://pbs.twimg.com/media/Dt49YeaW0AAwGQ2.png

https://cineshader.com/view/4tKBW3",4
811,1.23,59.9 fps,420 x 236,Sand Sparkling Irregular in Sun ,14,Retrotation,2015-10-21,8631,"www.mattolick.com

Use the mouse cursor to change light position (could be mapped to the player's camera)",3
812,2.14,60.0 fps,420 x 236,Transparent Lattice,126,Shane,2016-05-08,8630,"Point lit, transparent lattice. Adding fake diffuse and specular lighting to the transparency formula. Kind of interesting, but not to be taken too seriously.",14
813,2.27,60.0 fps,420 x 236,de_ko_bo_ko,0,zephyran,2020-01-30,8637,life,0
814,2.42,60.0 fps,420 x 236,SmoothLife gliders,72,davidar,2016-01-22,8621,SmoothLife is a family of rules created by Stephan Rafler. It was designed as a continuous version of Conway's Game of Life - using floating point values instead of integers. http://www.conwaylife.com/wiki/SmoothLife,12
815,2.33,60.0 fps,420 x 236,Above the clouds,159,Duke,2015-11-13,8604,"In this shader i tried to combine techniques from ""Cloudy spikeball"" and IQ's ""Clouds"" for rendering clouds. I think that this combination will work a bit faster than original method.",13
816,0.41,1.5 fps,420 x 236,Julia - Quaternion 2,83,iq,2013-09-24,8597,"A cubic Julia set f(z) = z^3 + c, in quaternion space. I used the regular Hubbard-Douady potential based distance estimator d(z) = 0.5·log|z|·|z|/|dz| for the marcher, orbit traps for coloring, and a compact way to rise a quaterion to the cube power.",3
817,0.74,62.4 fps,420 x 236,Marble Marcher: SE,143,michael0884,2021-01-18,8596,Marble Marcher port for Shadertoy! Look at Image tab comments for more details.,82
818,1.36,60.0 fps,420 x 236,Doodling #7: Speed,67,lsdlive,2018-04-07,8594,"Doodling session for live-coding or sketching new ideas.
Thanks to iq, mercury, lj, shane, shau, aiekick, balkhan & all shadertoyers.
Greets to all the shader showdown paris gang.

Music by CoLD SToRaGE for the game wipEout.",12
819,2.08,60.1 fps,420 x 236,RayMarching starting point,89,BigWIngs,2020-02-26,8580,Start your raymarching shader with this template,14
820,0.60,61.5 fps,420 x 236,AsciiArt Teapot -  1117ch,137,iapafoto,2014-01-14,8538,"Utah teapot / 1974 to 2014
[mouse drag available]",63
821,1.82,60.0 fps,420 x 236,Fake glints,154,nimitz,2014-09-13,8538,"Looks better in fullscreen. (Mouse to rotate)

Anisotropic code based on TekF's ""Anisotropic Highlights"" (https://www.shadertoy.com/view/XdB3DG)",3
822,1.35,60.0 fps,420 x 236,Foamy water,126,k_mouse,2016-11-23,8549,Some 2d water with foam. Try increasing MAX_ITER for a smoke-like look to it.,7
823,1.76,60.1 fps,420 x 236,CHILL MIND by Kamel Ghabte,6,kamelghabte,2020-10-28,8539,CHILL MIND BY KAMEL GHABTE,0
824,0.53,33.1 fps,420 x 236,GG-404: Shader of the Week!,1,404Glaciergargamel,2020-12-23,8542,"A remix, fork, and parody of https://www.shadertoy.com/view/wsGczG",1
825,1.51,60.0 fps,420 x 236,Shiny Circle,177,phil,2015-10-20,8511,A glowing and breathing circle,15
826,0.64,54.6 fps,420 x 236,[SH16B] Flight,50,Dave_Hoskins,2016-07-14,8499,This one stores the height field and the general ground colour and shadows in buffers. Buffer B and C make sure it wraps OK. Buffer D also holds the 3D camera spline positions. Rendered with DOF.,34
827,1.17,60.1 fps,420 x 236,Generations (<2.3Kb),19,dean_the_coder,2020-11-14,8519,"The result of an ultra-quick coding session.
A reproduction of a common image.",3
828,0.70,59.9 fps,420 x 236,Fur Distance Field,120,hat,2014-03-31,8496,"Based on (www.shadertoy.com/view/XsfGWN),  I wanted to implement fur on a more generic distance field, The idea is to apply the deformations from the distance field to the fur density in the radial direction, and the shading from the original field.",5
829,1.28,60.1 fps,420 x 236,Alien corridor,215,zguerrero,2017-03-26,8490,"Playing with raymarching and distance field functions, a lot of things taken form iq's web site http://iquilezles.org/articles/distfunctions/distfunctions.htm, and various shaders on Shadertoy. I love the smin !",23
830,0.29,0.9 fps,420 x 236,Tentacle Object,235,fizzer,2019-06-28,8480,"Some kind of tentacled object, made with IQ's implementation of the inverse spherical Fibonacci function from Keinert et al.",36
831,0.58,62.1 fps,420 x 236,[4k] Sync Cord - Revision 2020,184,NuSan,2020-04-13,8471,"Sync Cord, PC 4k intro released at Revision 2020
by NuSan & Valden

NuSan: Concept, visual, code
Valden: Music

https://www.pouet.net/prod.php?which=85222

https://www.pouet.net/prod.php?which=85222",20
832,1.32,60.0 fps,420 x 236,The Shining,25,dean_the_coder,2020-12-09,8488,"Attempting to combine a couple of different scenes from 'The Shining' movie (or Ready Player One, if you prefer...)
Main goals were to keep the frame rate up (even when anti-aliased), and the code small (but readable!).
Oh - And to have fun, obv.  ",9
833,0.78,63.8 fps,420 x 236,Raymarched reaction-diffusion,137,emh,2016-04-22,8460,"Ray-marched sphere with reaction diffusion as displacement. Based on https://www.shadertoy.com/view/XsG3z1, original at https://www.shadertoy.com/view/4dcGW2 . Mouse to rotate ball.",6
834,2.32,60.1 fps,420 x 236,Colored lines,248,hamtarodeluxe,2019-03-31,8446,2d IFS fractal evolving with time and along up axis.,22
835,0.00,00.0 fps,420 x 236,2nd stage BOSS by 0x4015,97,Falken,2016-02-25,8445,"Decompiled version of the winning entry in the Combined Demo Compo at Tokyo Demo Fest 2016, patched slightly to work with WebGL.

Pouet Link: http://www.pouet.net/prod.php?which=66962",13
836,0.79,63.2 fps,420 x 236,The Cornell Box,103,h3r3,2013-07-20,8409,"Reproducing the famous Cornell Box through Raymarching, fake soft-shadows, fake indirect lighting, ambient occlusion and antialiasing.",8
837,0.00,00.0 fps,420 x 236,The evolution of motion,82,xTr1m,2014-12-11,8403,"This is a prototype for the PC 8k ""The evolution of motion"" by Alcatraz, ranked 3rd at the Revision 2015 PC 8k compo.
Link: http://www.pouet.net/prod.php?which=65381",12
838,0.97,63.5 fps,420 x 236,Disney Principled BRDF,88,markusm,2018-04-14,8418,"Path tracer with a full implementation of Disney's principled BRDF
Supports multiple importance sampling, spherical and directional lights.
From left to right: Sheen (Cloth), Metallic, Subsurface, Anisotropic, Clearcoat Gloss, Clearcoat.",0
839,2.29,60.0 fps,420 x 236,Spiral of Spirals 2,28,KilledByAPixel,2018-05-13,8400,"Anther experiment with something like a Vogel spiral. Can produce some cool spiral patterns and mess with your vision after a while. Really interesting to watch how it continues to develop over time.

mouse.x = skip ahead
mouse.y = zoom",3
840,1.01,60.5 fps,420 x 236,Smooth Noise Contours,146,Shane,2017-02-28,8395,Using a cheap - but effective - hack to produce antialiased-looking contour lines without the need for supersampling.,12
841,1.63,59.9 fps,420 x 236,Menger Sponge Variation,135,Shane,2016-02-09,8388,"Simple fractal object, constructed with mild alterations to the standard repeat Menger Sponge formula.",30
842,1.39,60.0 fps,420 x 236,Rotating Sphere,51,_james_h,2014-01-21,8384,"My first shader. A simple rotating sphere with shadow, specular point, and antialiasing.
I've clearly commented the code so people can understand how it works, and modify it if they wish!",5
843,0.90,62.1 fps,420 x 236,Polygon - distance 2D,57,iq,2019-03-19,8412,"Distance to an arbitrary polygon, based on https://www.shadertoy.com/view/WdSGRd",7
844,1.55,59.9 fps,420 x 236,Bidirectional path tracer 2,62,reinder,2015-01-06,8380,"My second try of creating a bidirectional path tracer. I really should read those articles  (all weights of the paths are guessed)
The shader shows a scene with indirect lighting, using a bidirectional path tracer and a classical path tracer.",15
845,0.00,00.0 fps,420 x 236,Matroshka!,147,BigWIngs,2016-12-07,8360,Put fullscreen and see if you can find the easter egg ;) Please see comment block for details. ,35
846,1.21,60.0 fps,420 x 236,Isometric City 2.5D,161,knarkowicz,2016-08-01,8352,"No raymarching, raytraycing or rasterization was harmed in the making of this Shadertoy",12
847,1.75,60.1 fps,420 x 236,The cat is a glitch (Matrix),35,antoineMoPa,2018-01-31,8362,"I was just experimenting to create clouds with some help from Voronoi. During this process, while tweaking my vorocloud function, I realized I could create this nice Matrix-terminal-like effect.",3
848,1.72,59.8 fps,420 x 236,SquarePortals,97,dila,2016-06-27,8351,Not sure what this is.,18
849,0.43,1.1 fps,420 x 236,Wavy,89,iq,2013-07-12,8342,3d animated noise!,9
850,0.98,58.7 fps,420 x 236,Chains and Gears,66,P_Malin,2013-02-25,8344,Yet another raymarching shader.,3
851,2.19,60.0 fps,420 x 236,Voronoi - smooth,89,iq,2014-02-05,8354,"Smooth Voronoi - avoiding aliasing, by replacing the usual min() function, which is discontinuous, with a smooth version. That can help preventing some aliasing, and also provides with more artistic control of the final procedural textures/models.",1
852,1.00,59.9 fps,420 x 236,NEON LOVE,177,alro,2019-10-02,8354,"Quadratic Bezier curve SDF with glow. Using distance function from https://www.shadertoy.com/view/MlKcDD

At sharp turns, the SDF has creases in the far field. Smooth minimum functions seem to distort low values. Is there a fix for this?",8
853,1.74,60.0 fps,420 x 236,Deform - holes,72,iq,2013-01-14,8330,A simple 2D plane deformation driven by the mouse (more info here: https://iquilezles.org/articles/deform/deform.htm),1
854,1.92,60.0 fps,420 x 236,Motion Blur,79,iq,2013-12-22,8323,"Classic motion blur through per-pixel dithering, no cheats, no cleverness. Left: single sample. Right: multiple samples (64 on PC, 24 on Mobile)",0
855,1.61,60.0 fps,420 x 236,Iterations - inversion,39,iq,2013-08-29,8305,Playing with 16 inversions of the plane (1/z).,1
856,1.79,60.0 fps,420 x 236,RGB Shift Glitch,89,Eethe,2015-05-07,8312, ,8
857,2.63,60.1 fps,420 x 236,Rojas_Shader1,0,tonirojas,2020-10-13,8311,mi test shader,2
858,0.20,1.1 fps,420 x 236,Rolling ball,110,Dave_Hoskins,2014-04-13,8289,"I wanted to see if I could trace the grass back from a ball in my 'Rolling Hills' grass shader. Mouse to move through time.
The grass goes back into place after being flattened by ball.",16
859,1.25,59.9 fps,420 x 236,Hex marching,207,mrange,2022-06-11,8296,"License CC0: Hex Marching
Results from saturday afternoon tinkering
",12
860,0.75,45.5 fps,420 x 236,♫ Neuron proximitors ,147,patu,2017-12-15,8282," Evolution of my ""Buffer computed points"". https://shadertoy.com/view/XllBRj



",25
861,1.90,60.0 fps,420 x 236,blood cells,5,Carandiru,2020-11-24,8298,"carbon nanotubes of blood

https://cineshader.com/view/tsdfDf",0
862,2.27,60.0 fps,420 x 236,Smooth Voronoi Contours,140,Shane,2016-04-29,8235,"A method to produce smooth, precise contour lines... but it's really just an excuse to make a colorful, moving abstract picture. ",7
863,1.68,59.9 fps,420 x 236,Complex Dynamics,84,iq,2013-06-18,8237,Some basic computations showing the maths/structure behind the complex dynamics behind the famous Julia sets. Read the comments to see what the different elements of the image mean.,2
864,2.28,60.0 fps,420 x 236,Audio Eclipse,124,airtight,2014-06-12,8234,Super basic audio-reactive HSL light ring. My first shader here ,5
865,1.18,60.1 fps,420 x 236,butadiene_noisetest,6,butadiene,2019-08-06,8246,001,0
866,0.60,63.4 fps,420 x 236,Wind Waker Ocean,113,Polyflare,2015-01-29,8218,An ocean scene inspired by The Legend of Zelda: Wind Waker. The foam in the game distorts differently than what's implemented here but it's good enough for now. Best experienced with http://youtu.be/or8y5EC1_Rs playing in the background. ,6
867,1.91,59.9 fps,420 x 236,Exit the Matrix,228,Kali,2021-07-07,8218,Circuit fractal applied to a KIFS structure and a transparent cube,19
868,1.12,60.1 fps,420 x 236,Trippy Triangle,257,Tater,2022-01-22,8203,I left some camera controls as a define if you want to break the illusion  ,32
869,0.75,62.1 fps,420 x 236,Noise - gradient - 3D,43,iq,2013-10-14,8179,"3D gradient Noise (. Slightly more expensive than ""Value Noise"" (https://www.shadertoy.com/view/lsf3WH), but higher quality.",4
870,1.94,60.0 fps,420 x 236,Branching Paths,175,wyatt,2019-09-22,8176,"Try to kill them all!

Thanks for the inspo mathmasterzach",18
871,2.56,59.9 fps,420 x 236,Flaring,180,nimitz,2014-01-17,8175,Procedural flares with easy to tweak settings. Using ridged noise to get sharp noise patterns.,8
872,1.37,60.0 fps,420 x 236,[SH17A] Particles 4,64,aiekick,2017-07-14,8179,[SH17A] Particles 4,6
873,1.35,60.0 fps,420 x 236,generative art deco 4,190,morisil,2022-10-28,8219,"I just played a bit with the coefficients of my original ""generative art deco"". I changed color grading to be based on polar coordinates and put the shape in motion.",19
874,0.00,00.0 fps,420 x 236,Lighthouse Raymarch HighRes 1.01,69,ingagard,2017-09-15,8166,"Decided to make something a bit more complex this time. Used many types of Mod operations in my raymarch map. Hopefully you will enjoy this shader. Use mouse to interact. 
",77
875,2.47,60.0 fps,420 x 236,Stars and galaxy,163,mrange,2022-04-10,8166,"License CC0: Stars and galaxy
Bit of sunday tinkering lead to stars and a galaxy
Didn't turn out as I envisioned but it turned out to something
that I liked so sharing it.",14
876,2.31,60.0 fps,420 x 236,DanceWalker1,10,VJSpackOMat,2014-08-30,8135,"First Attempt creating a walk animation from scratch, next is more joints in arms/legs 

youtube recording
https://www.youtube.com/watch?v=KZNppSXiZUM",2
877,2.34,59.9 fps,420 x 236,Tropical Fish,53,rigel,2018-03-22,8123,"An abstract tropical fish made with a complex map. Whatever you do, don't STRESS HIM with your mouse. ",10
878,0.55,61.8 fps,420 x 236,Swiss Alps,196,piyushslayer,2020-04-03,8082,"My first attempt at volumetric clouds based on Horizon Zero Dawn clouds. Most of the logic for the clouds is in buffer C. Use the mouse to drag around the sun for different times of the day, or click at the bottom for an automated day/night cycle.",35
879,0.00,00.0 fps,420 x 236,Space Glider 2020 VR,100,scholarius,2018-06-28,8094,"You fly the 'Super-XR 7000' spaceplane around a small planet.
Select a start location by pressing the corresponding key.
After watching the transfer sequence you are free to go.

Accompanying article: http://www.thetenthplanet.de/archives/4519
",185
880,1.38,59.9 fps,420 x 236,Voxel Tyre,101,Dave_Hoskins,2013-03-13,8056,"Ray casting into a voxel scene, with reflections and shadows.",5
881,1.41,60.0 fps,420 x 236,Wet Sand,82,TekF,2014-06-19,8030,"Trying the nice surface shading tricks from my  on a landscape.>
Toggle Ambient Occlusion: A, Toggle Reflection Occlusion: S. View modes:Q,W,L",12
882,2.16,60.0 fps,420 x 236,Prism,20,jpyepez,2018-02-07,8036,"The light that burns twice as bright burns for half as long, and you have burned so very, very brightly, yo.",0
883,1.61,60.0 fps,420 x 236,Crazy Waves,55,Alkama,2015-08-02,8027,"A more hectic (and simpler) version of ""waves by bonniem"" https://www.shadertoy.com/view/4dsGzH",3
884,0.92,63.2 fps,420 x 236,Phoning Home,59,movAX13h,2013-05-20,8000,"E.T. The Extra Terrestrial finally phoning home. Mouse enabled. Background ""warp speed"" shader by Dave Hoskins.",24
885,0.63,61.8 fps,420 x 236,Metaeaux - Sunset,93,metaeaux,2015-09-06,7995,"My first procedural world 
Mountains, sunset, stars, wind, clouds.. I think perhaps it needs a lake next!",4
886,2.20,60.0 fps,420 x 236,Mars Jetpack,78,Dave_Hoskins,2013-12-08,7977,"Uses sphere tracing to accumulate normals across the landscape. Materials are calculated after the tracing loop, so only the normal can be used as reference. Sphere diameter to create depth of field is distance squared.  http://youtu.be/2eSb8zB4dBo",16
887,2.46,59.9 fps,420 x 236,Just snow,99,baldand,2013-05-06,7979,"Simple (but not cheap) snow made from multiple parallax layers with randomly positioned flakes and directions. 
Also includes a DoF effect. Pan around with mouse.",7
888,1.74,60.0 fps,420 x 236,font morph,112,FabriceNeyret2,2016-12-07,7951,"Trying the new font texture https://www.shadertoy.com/view/llcXRl

See comments for nice 3D variants.",16
889,1.55,60.1 fps,420 x 236,I love you all,17,huttarl,2018-02-14,7954,"Happy Valentine's Day, 2018, to my wife and daughters.",12
890,0.16,1.0 fps,420 x 236,spores,45,mprice,2015-08-17,7942,doodle,10
891,0.00,00.0 fps,420 x 236,[SH18] Rabbit Character,122,fizzer,2018-07-23,7939,"I tried to create some kind of character using signed distance fields, and came up with this rabbit.
This wasn't originally an SH18, but I decided to put it in (actually I hadn't realised that there is a new competition happening until after I made it).",24
892,1.67,59.9 fps,420 x 236,Flow of cells,128,sben,2015-03-08,7935,A simple work on the graphs of a function.,11
893,1.22,60.0 fps,420 x 236,Motion Blurred Texture,40,iq,2013-01-02,8503,Motion blur on a 2D deformation effect.,3
894,2.49,59.9 fps,420 x 236,HSL to RGB to HSL,17,anastadunbar,2015-09-18,7926,"HSL GLSL function. Functions not made by me, but are useful.",4
895,0.63,59.8 fps,420 x 236,[SH18] The Eye,177,knarkowicz,2018-08-10,7903,Rest of the human is left as an exercise for the reader ;),31
896,0.82,63.7 fps,420 x 236,Inception Totem,20,dean_the_coder,2020-12-22,7913,"Another quick and small demo, playing around with creating a better wood texture than I've made in the past.

If the totem falls over, let me know...",3
897,2.53,60.0 fps,420 x 236,old school plasma,92,triggerHLM,2013-05-15,7887,"it's in the name.

description:
http://www.mennovanslooten.nl/blog/post/72",1
898,1.66,60.1 fps,420 x 236,Almost good explosion effect,94,Emil,2016-01-21,7885,"I just experimented around., if not for the visible edge in the middle of the 'splosion it could almost have worked",5
899,2.10,60.0 fps,420 x 236,Linear map: circle to ellipse,21,Reedbeta,2017-11-27,7879,An arbitrary linear transformation of the plane—including shearing or nonuniform scaling—maps a circle to an ellipse in general.,4
900,0.33,1.1 fps,420 x 236,Post process - SSAO,68,reinder,2016-01-05,7888,Demonstrating post process Screen Space Ambient Occlusion applied to a depth and normal map with the geometry of my shader [SIG15] Matrix Lobby Scene'.,8
901,0.94,60.0 fps,420 x 236,On stage,50,ocb,2018-01-12,7869,"Playing with textures and lights.

New:
 - Moving light flux version: https://www.shadertoy.com/view/4sVcz3
 - 3D version: https://www.shadertoy.com/view/MdGBWD
",14
902,1.33,60.0 fps,420 x 236,Haunted Forest,112,frankenburgh,2013-04-28,7865,"Some 'naked' trees in a dark, foggy moonshine with flickering stars... Sorry, trees are only 2d objects and 'hard' coded. Some DOF at front-trees.",15
903,2.00,60.1 fps,420 x 236,Refractive Polyhedron,206,Shane,2023-02-11,7907,A refractive two way mirrored polyhedron rendered in realtime.,33
904,1.72,60.0 fps,420 x 236,Separable Axis JFA Testing,17,demofox,2016-02-28,7867,"Experimenting with running JFA on each axis independently, to see if it's separable.  if so, that could mean fewer texture reads to get the same (or similar) output.",3
905,1.52,60.0 fps,420 x 236,Logo experiment #1,3,Cierpliwy,2018-04-29,7855,Logo experiment #1,1
906,1.54,60.0 fps,420 x 236,Descent by Macau Exports,41,cce,2018-04-01,7847,"A ShaderToy port of my 4 kilobyte intro for Revision 2018.
http://www.pouet.net/prod.php?which=75724

It's a raymarched light blob grid with a feedback trail effect and varying parameters.
Sorry about the code quality as it's somewhat obfuscated ",3
907,0.70,61.5 fps,420 x 236,FixingPixelArtGrille,32,TimothyLottes,2014-08-27,7846,"CRT Styling Post Process, Improves the Quality of Pixel Art
This still has the bloom (was going to create new shader, but accidently renamed).
Added a aperture-grille and some other masks behind #if's",4
908,0.51,63.1 fps,420 x 236,Quasi Billiards,54,dr2,2016-01-31,7840,"An enhanced, interactive  version of ""Pseudo Billiards 2"". The game starts and stops automatically; alternatively, click the mouse while the cue is swinging to shoot, and later click to reset the game.",8
909,1.20,60.0 fps,420 x 236,Dusty nebula 1,102,Duke,2015-09-24,7834,"My attempt at creating something that looked like a nebula. The code is messy. I was just having fun.
Upd.: switch to iq's noise because it work faster",4
910,1.65,60.0 fps,420 x 236,♫ Low Frequency Flow,86,patu,2017-01-25,7837,"Music: ""Low Frequency Flow"" by Dakota (2 place in Riverwash 2014 Streaming Music Compo Poland)
Dakota on Soundcloud",8
911,1.54,59.9 fps,420 x 236,Tetrahedron with depth,56,candycat,2015-03-30,7794,A rotating tetrahedron. Dased lines and color to offer depth infomation.,1
912,,,,,,,,,,
913,2.08,60.0 fps,420 x 236,Cloud Flight,95,Shane,2017-11-27,7780,"Moving a camera through a cloud scene. It's rendered in a surreal, stylized fashion, and utilizes a relatively cheap construction process.",22
914,0.82,61.3 fps,420 x 236,Sunset on the sea,100,h3r3,2013-02-25,7773,"Sunset on the sea v.1.0.1
Ray Marching & Ray Tracing experiment by Riccardo Gerosa aka h3r3 
More information about this shader can be found here: http://www.postronic.org/h3/pid65.html",9
915,1.57,60.1 fps,420 x 236,Playing around shader,152,MinimilisticBits,2022-01-22,9455,sdg,15
916,1.52,60.0 fps,420 x 236,Dry Rocky Gorge,114,Shane,2017-05-21,7763,"A simple canyon\gorge fly-through. Not much different to the many other examples on here, but fun to make.",29
917,1.22,59.9 fps,420 x 236,Swirly Thing,141,Antonalog,2014-02-28,7761,"Trying to make a flowy looking fluid out of various curl noise functions (courtesy of nikat and iq, thanks!)",3
918,0.68,49.8 fps,420 x 236,"R Tape loading error, 0:1",81,P_Malin,2013-02-25,7743,ZX Spectrum loading sequence fragment shader,20
919,2.31,60.0 fps,420 x 236,Tentacle Thing,86,iq,2014-10-11,7735,Tentacle thingy. Inspired by a conversation with Dila and his tentacle shader,3
920,1.09,60.1 fps,420 x 236,Dance floor,52,Nrx,2014-10-01,7729,Simple test...,5
921,1.83,60.1 fps,420 x 236,is_prime(X xor Y),61,python273,2018-07-23,7727,"https://habr.com/post/417861/

Gaussian Blur source: https://www.shadertoy.com/view/XdfGDH",9
922,2.07,60.0 fps,420 x 236,Draw Line,19,Loeizd,2018-01-02,7737,testing an idea for draw line function,1
923,0.67,63.3 fps,420 x 236,Find the Restroom,74,eiffie,2016-02-27,7707,The ultimate adventure.,25
924,1.06,59.9 fps,420 x 236,waterly video - test,68,FabriceNeyret2,2013-06-27,7685,distort a texture with noise,2
